comment_id,n_tokens_matched,gioia,tristezza,rabbia,paura,disgusto,fiducia,sorpresa,aspettativa,dominant_emotion
kfr4gvl,1,0.3422687373368608,0.0750783554301797,0.0705839912341509,0.0449434224293959,0.0229675615498374,0.5644604496563109,0.2058120745878613,0.3439204162773924,fiducia
kfq697r,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutrale
kfpcdso,21,6.604610564934439,8.186019153189457,8.322740588142949,6.376953909570969,5.204644402529604,6.400550941669524,6.191132286870845,8.838808919188061,aspettativa
kfoa815,14,6.5612717008811625,3.315711506587563,3.215943216221268,2.4119670484280573,2.380054151916158,5.2660934388303815,3.8027028779314893,6.09048492426625,gioia
kflfo20,3,0.9840807737915004,0.4010698637877271,0.6357667732541107,0.8641244189957894,0.3008556980885571,0.8064255098990186,0.7553919120309149,0.9910374326323415,aspettativa
kfjtpno,7,4.082302143760438,0.5316928430343225,0.4098198457121524,0.578652834087213,0.17423281851644978,2.2625603948835793,1.600037596096316,3.0721735283571685,gioia
kfjo89r,3,0.9608576029432441,1.4374054992662875,2.0075561418804297,1.1771872308130649,1.2810079783115547,0.76331431853955,0.684193914684595,0.9147532788762957,rabbia
kfjkz54,2,0.4763147187205631,0.5160857764429014,0.4872162972517351,0.5503964071394718,0.38655764688730543,0.7519506173718181,0.9797965823500657,1.5322715558420754,aspettativa
kfjb6p9,6,3.2254773377104287,1.6636589757141247,1.3213128966020515,1.093052689559306,0.9716583954195605,2.0095860220367725,1.9382086071772529,2.403174407060059,gioia
kfhjw1h,15,4.886962203784436,2.904644230167038,2.5912565884211287,3.6662339859141904,1.3445022228186796,5.769414594748728,4.593195813149416,8.571053462200872,aspettativa
kfg9ejx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutrale
kfg2t5m,10,4.921403514683103,2.2774520524192883,1.8528584998243036,1.9289648054822943,1.2083811548659193,4.379414305332419,3.6824065580428367,5.517961394179691,aspettativa
kfeav8x,19,4.895038240026039,5.332506979082614,5.157522213763329,8.100957129148707,4.514725873786859,6.664954228942281,5.586940474134198,8.559348958167067,aspettativa
kfaienx,26,8.319378915850791,9.924781431305407,6.257840449257808,7.740475401752745,3.7705709332683046,8.64349126001069,7.456112637805333,11.906795427078555,aspettativa
kf9kiqw,9,3.737430633556265,2.2104500436146814,2.0290260001168976,1.968439772694042,1.7124827993515779,3.3911065899825985,3.2343192980494413,4.371566698601629,aspettativa
kf9i1k2,5,2.2843101170982703,1.731682502125414,0.5919886878918581,1.6693497698020983,0.3767075506126242,2.4921891902861963,2.110675677374023,3.6447619406858567,aspettativa
